Entity,Code,Date,Total confirmed deaths (deaths),Total confirmed cases (cases)
Afghanistan,AFG,31-Dec-19,0,0
Afghanistan,AFG,1-Jan-20,0,0
Afghanistan,AFG,2-Jan-20,0,0
Afghanistan,AFG,3-Jan-20,0,0
Afghanistan,AFG,4-Jan-20,0,0
Afghanistan,AFG,5-Jan-20,0,0
Afghanistan,AFG,6-Jan-20,0,0
Afghanistan,AFG,7-Jan-20,0,0
Afghanistan,AFG,8-Jan-20,0,0
Afghanistan,AFG,9-Jan-20,0,0
Afghanistan,AFG,10-Jan-20,0,0
Afghanistan,AFG,11-Jan-20,0,0
Afghanistan,AFG,12-Jan-20,0,0
Afghanistan,AFG,13-Jan-20,0,0
Afghanistan,AFG,14-Jan-20,0,0
Afghanistan,AFG,15-Jan-20,0,0
Afghanistan,AFG,16-Jan-20,0,0
Afghanistan,AFG,17-Jan-20,0,0
Afghanistan,AFG,18-Jan-20,0,0
Afghanistan,AFG,19-Jan-20,0,0
Afghanistan,AFG,20-Jan-20,0,0
Afghanistan,AFG,21-Jan-20,0,0
Afghanistan,AFG,22-Jan-20,0,0
Afghanistan,AFG,23-Jan-20,0,0
Afghanistan,AFG,24-Jan-20,0,0
Afghanistan,AFG,25-Jan-20,0,0
Afghanistan,AFG,26-Jan-20,0,0
Afghanistan,AFG,27-Jan-20,0,0
Afghanistan,AFG,28-Jan-20,0,0
Afghanistan,AFG,29-Jan-20,0,0
Afghanistan,AFG,30-Jan-20,0,0
Afghanistan,AFG,31-Jan-20,0,0
Afghanistan,AFG,1-Feb-20,0,0
Afghanistan,AFG,2-Feb-20,0,0
Afghanistan,AFG,3-Feb-20,0,0
Afghanistan,AFG,4-Feb-20,0,0
Afghanistan,AFG,5-Feb-20,0,0
Afghanistan,AFG,6-Feb-20,0,0
Afghanistan,AFG,7-Feb-20,0,0
Afghanistan,AFG,8-Feb-20,0,0
Afghanistan,AFG,9-Feb-20,0,0
Afghanistan,AFG,10-Feb-20,0,0
Afghanistan,AFG,11-Feb-20,0,0
Afghanistan,AFG,12-Feb-20,0,0
Afghanistan,AFG,13-Feb-20,0,0
Afghanistan,AFG,14-Feb-20,0,0
Afghanistan,AFG,15-Feb-20,0,0
Afghanistan,AFG,16-Feb-20,0,0
Afghanistan,AFG,17-Feb-20,0,0
Afghanistan,AFG,18-Feb-20,0,0
Afghanistan,AFG,19-Feb-20,0,0
Afghanistan,AFG,20-Feb-20,0,0
Afghanistan,AFG,21-Feb-20,0,0
Afghanistan,AFG,22-Feb-20,0,0
Afghanistan,AFG,23-Feb-20,0,0
Afghanistan,AFG,24-Feb-20,0,0
Afghanistan,AFG,25-Feb-20,0,1
Afghanistan,AFG,26-Feb-20,0,1
Afghanistan,AFG,27-Feb-20,0,1
Afghanistan,AFG,28-Feb-20,0,1
Afghanistan,AFG,29-Feb-20,0,1
Afghanistan,AFG,1-Mar-20,0,1
Afghanistan,AFG,2-Mar-20,0,1
Afghanistan,AFG,8-Mar-20,0,4
Afghanistan,AFG,11-Mar-20,0,7
Afghanistan,AFG,15-Mar-20,0,10
Afghanistan,AFG,16-Mar-20,0,16
Afghanistan,AFG,17-Mar-20,0,21
Afghanistan,AFG,18-Mar-20,0,22
Afghanistan,AFG,19-Mar-20,0,22
Afghanistan,AFG,20-Mar-20,0,22
Afghanistan,AFG,21-Mar-20,0,24
Afghanistan,AFG,22-Mar-20,0,24
Afghanistan,AFG,23-Mar-20,0,34
Afghanistan,AFG,24-Mar-20,1,40
Afghanistan,AFG,25-Mar-20,1,42
Afghanistan,AFG,26-Mar-20,1,75
Afghanistan,AFG,27-Mar-20,1,75
Afghanistan,AFG,28-Mar-20,2,91
Afghanistan,AFG,29-Mar-20,3,106
Afghanistan,AFG,30-Mar-20,4,114
Afghanistan,AFG,31-Mar-20,4,141
Afghanistan,AFG,1-Apr-20,4,166
Afghanistan,AFG,2-Apr-20,4,192
Afghanistan,AFG,3-Apr-20,4,235
Afghanistan,AFG,4-Apr-20,4,235
Afghanistan,AFG,5-Apr-20,5,270
Afghanistan,AFG,6-Apr-20,7,299
Afghanistan,AFG,7-Apr-20,7,337
Afghanistan,AFG,8-Apr-20,11,367
Afghanistan,AFG,9-Apr-20,14,423
Afghanistan,AFG,10-Apr-20,15,484
Afghanistan,AFG,11-Apr-20,15,521
Afghanistan,AFG,12-Apr-20,18,555
Afghanistan,AFG,13-Apr-20,18,607
Afghanistan,AFG,14-Apr-20,21,665
Africa,,31-Dec-19,0,0
Africa,,1-Jan-20,0,0
Africa,,2-Jan-20,0,0
Africa,,3-Jan-20,0,0
Africa,,4-Jan-20,0,0
Africa,,5-Jan-20,0,0
Africa,,6-Jan-20,0,0
Africa,,7-Jan-20,0,0
Africa,,8-Jan-20,0,0
Africa,,9-Jan-20,0,0
Africa,,10-Jan-20,0,0
Africa,,11-Jan-20,0,0
Africa,,12-Jan-20,0,0
Africa,,13-Jan-20,0,0
Africa,,14-Jan-20,0,0
Africa,,15-Jan-20,0,0
Africa,,16-Jan-20,0,0
Africa,,17-Jan-20,0,0
Africa,,18-Jan-20,0,0
Africa,,19-Jan-20,0,0
Africa,,20-Jan-20,0,0
Africa,,21-Jan-20,0,0
Africa,,22-Jan-20,0,0
Africa,,23-Jan-20,0,0
Africa,,24-Jan-20,0,0
Africa,,25-Jan-20,0,0
Africa,,26-Jan-20,0,0
Africa,,27-Jan-20,0,0
Africa,,28-Jan-20,0,0
Africa,,29-Jan-20,0,0
Africa,,30-Jan-20,0,0
Africa,,31-Jan-20,0,0
Africa,,1-Feb-20,0,0
Africa,,2-Feb-20,0,0
Africa,,3-Feb-20,0,0
Africa,,4-Feb-20,0,0
Africa,,5-Feb-20,0,0
Africa,,6-Feb-20,0,0
Africa,,7-Feb-20,0,0
Africa,,8-Feb-20,0,0
Africa,,9-Feb-20,0,0
Africa,,10-Feb-20,0,0
Africa,,11-Feb-20,0,0
Africa,,12-Feb-20,0,0
Africa,,13-Feb-20,0,0
Africa,,14-Feb-20,0,0
Africa,,15-Feb-20,0,1
Africa,,16-Feb-20,0,1
Africa,,17-Feb-20,0,1
Africa,,18-Feb-20,0,1
Africa,,19-Feb-20,0,1
Africa,,20-Feb-20,0,1
Africa,,21-Feb-20,0,1
Africa,,22-Feb-20,0,1
Africa,,23-Feb-20,0,1
Africa,,24-Feb-20,0,1
Africa,,25-Feb-20,0,1
Africa,,26-Feb-20,0,2
Africa,,27-Feb-20,0,2
Africa,,28-Feb-20,0,3
Africa,,29-Feb-20,0,3
Africa,,1-Mar-20,0,3
Africa,,2-Mar-20,0,6
Africa,,3-Mar-20,0,9
Africa,,4-Mar-20,0,11
Africa,,5-Mar-20,0,20
Africa,,6-Mar-20,0,29
Africa,,7-Mar-20,0,43
Africa,,8-Mar-20,0,44
Africa,,9-Mar-20,1,83
Africa,,10-Mar-20,1,95
Africa,,11-Mar-20,1,105
Africa,,12-Mar-20,2,118
Africa,,13-Mar-20,4,158
Africa,,14-Mar-20,5,202
Africa,,15-Mar-20,6,239
Africa,,16-Mar-20,8,324
Africa,,17-Mar-20,8,404
Africa,,18-Mar-20,12,494
Africa,,19-Mar-20,16,634
Africa,,20-Mar-20,17,736
Africa,,21-Mar-20,24,967
Africa,,22-Mar-20,30,1131
Africa,,23-Mar-20,42,1290
Africa,,24-Mar-20,52,1697
Africa,,25-Mar-20,62,2170
Africa,,26-Mar-20,68,2652
Africa,,27-Mar-20,80,3216
Africa,,28-Mar-20,98,3700
Africa,,29-Mar-20,121,4079
Africa,,30-Mar-20,141,4572
Africa,,31-Mar-20,162,5064
Africa,,1-Apr-20,180,5494
Africa,,2-Apr-20,224,6248
Africa,,3-Apr-20,251,6744
Africa,,4-Apr-20,283,7323
Africa,,5-Apr-20,379,8489
Africa,,6-Apr-20,434,9175
Africa,,7-Apr-20,477,9802
Africa,,8-Apr-20,523,10524
Africa,,9-Apr-20,573,11446
Africa,,10-Apr-20,630,12280
Africa,,11-Apr-20,691,12952
Africa,,12-Apr-20,743,13666
Africa,,13-Apr-20,789,14522
Africa,,14-Apr-20,835,15291
Albania,ALB,9-Mar-20,0,2
Albania,ALB,10-Mar-20,0,6
Albania,ALB,11-Mar-20,0,10
Albania,ALB,12-Mar-20,1,11
Albania,ALB,13-Mar-20,1,23
Albania,ALB,14-Mar-20,1,33
Albania,ALB,15-Mar-20,1,38
Albania,ALB,16-Mar-20,1,42
Albania,ALB,17-Mar-20,1,51
Albania,ALB,18-Mar-20,1,55
Albania,ALB,19-Mar-20,2,59
Albania,ALB,20-Mar-20,2,70
Albania,ALB,21-Mar-20,2,70
Albania,ALB,22-Mar-20,2,76
Albania,ALB,23-Mar-20,2,89
Albania,ALB,24-Mar-20,4,100
Albania,ALB,25-Mar-20,5,123
Albania,ALB,26-Mar-20,5,146
Albania,ALB,27-Mar-20,6,174
Albania,ALB,28-Mar-20,9,186
Albania,ALB,29-Mar-20,10,197
Albania,ALB,30-Mar-20,10,212
Albania,ALB,31-Mar-20,12,223
Albania,ALB,1-Apr-20,15,243
Albania,ALB,2-Apr-20,15,259
Albania,ALB,3-Apr-20,16,277
Albania,ALB,4-Apr-20,17,304
Albania,ALB,5-Apr-20,19,333
Albania,ALB,6-Apr-20,21,361
Albania,ALB,7-Apr-20,22,377
Albania,ALB,8-Apr-20,22,383
Albania,ALB,9-Apr-20,22,400
Albania,ALB,10-Apr-20,23,409
Albania,ALB,11-Apr-20,23,416
Albania,ALB,12-Apr-20,23,433
Albania,ALB,13-Apr-20,23,446
Albania,ALB,14-Apr-20,23,467
Algeria,DZA,31-Dec-19,0,0
Algeria,DZA,1-Jan-20,0,0
Algeria,DZA,2-Jan-20,0,0
Algeria,DZA,3-Jan-20,0,0
Algeria,DZA,4-Jan-20,0,0
Algeria,DZA,5-Jan-20,0,0
Algeria,DZA,6-Jan-20,0,0
Algeria,DZA,7-Jan-20,0,0
Algeria,DZA,8-Jan-20,0,0
Algeria,DZA,9-Jan-20,0,0
Algeria,DZA,10-Jan-20,0,0
Algeria,DZA,11-Jan-20,0,0
Algeria,DZA,12-Jan-20,0,0
Algeria,DZA,13-Jan-20,0,0
Algeria,DZA,14-Jan-20,0,0
Algeria,DZA,15-Jan-20,0,0
Algeria,DZA,16-Jan-20,0,0
Algeria,DZA,17-Jan-20,0,0
Algeria,DZA,18-Jan-20,0,0
Algeria,DZA,19-Jan-20,0,0
Algeria,DZA,20-Jan-20,0,0
Algeria,DZA,21-Jan-20,0,0
Algeria,DZA,22-Jan-20,0,0
Algeria,DZA,23-Jan-20,0,0
Algeria,DZA,24-Jan-20,0,0
Algeria,DZA,25-Jan-20,0,0
Algeria,DZA,26-Jan-20,0,0
Algeria,DZA,27-Jan-20,0,0
Algeria,DZA,28-Jan-20,0,0
Algeria,DZA,29-Jan-20,0,0
Algeria,DZA,30-Jan-20,0,0
Algeria,DZA,31-Jan-20,0,0
Algeria,DZA,1-Feb-20,0,0
Algeria,DZA,2-Feb-20,0,0
Algeria,DZA,3-Feb-20,0,0
Algeria,DZA,4-Feb-20,0,0
Algeria,DZA,5-Feb-20,0,0
Algeria,DZA,6-Feb-20,0,0
Algeria,DZA,7-Feb-20,0,0
Algeria,DZA,8-Feb-20,0,0
Algeria,DZA,9-Feb-20,0,0
Algeria,DZA,10-Feb-20,0,0
Algeria,DZA,11-Feb-20,0,0
Algeria,DZA,12-Feb-20,0,0
Algeria,DZA,13-Feb-20,0,0
Algeria,DZA,14-Feb-20,0,0
Algeria,DZA,15-Feb-20,0,0
Algeria,DZA,16-Feb-20,0,0
Algeria,DZA,17-Feb-20,0,0
Algeria,DZA,18-Feb-20,0,0
Algeria,DZA,19-Feb-20,0,0
Algeria,DZA,20-Feb-20,0,0
Algeria,DZA,21-Feb-20,0,0
Algeria,DZA,22-Feb-20,0,0
Algeria,DZA,23-Feb-20,0,0
Algeria,DZA,24-Feb-20,0,0
Algeria,DZA,25-Feb-20,0,0
Algeria,DZA,26-Feb-20,0,1
Algeria,DZA,27-Feb-20,0,1
Algeria,DZA,28-Feb-20,0,1
Algeria,DZA,29-Feb-20,0,1
Algeria,DZA,1-Mar-20,0,1
Algeria,DZA,2-Mar-20,0,3
Algeria,DZA,4-Mar-20,0,5
Algeria,DZA,5-Mar-20,0,12
Algeria,DZA,6-Mar-20,0,17
Algeria,DZA,9-Mar-20,0,20
Algeria,DZA,12-Mar-20,0,20
Algeria,DZA,13-Mar-20,1,24
Algeria,DZA,14-Mar-20,2,26
Algeria,DZA,15-Mar-20,2,37
Algeria,DZA,16-Mar-20,4,48
Algeria,DZA,17-Mar-20,4,60
Algeria,DZA,18-Mar-20,5,60
Algeria,DZA,19-Mar-20,6,73
Algeria,DZA,20-Mar-20,7,82
Algeria,DZA,21-Mar-20,10,94
Algeria,DZA,22-Mar-20,10,94
Algeria,DZA,23-Mar-20,15,102
Algeria,DZA,24-Mar-20,17,189
Algeria,DZA,25-Mar-20,17,231
Algeria,DZA,26-Mar-20,17,264
Algeria,DZA,27-Mar-20,21,305
Algeria,DZA,28-Mar-20,21,305
Algeria,DZA,29-Mar-20,26,409
Algeria,DZA,30-Mar-20,29,454
Algeria,DZA,31-Mar-20,31,511
Algeria,DZA,1-Apr-20,35,584
Algeria,DZA,2-Apr-20,58,847
Algeria,DZA,3-Apr-20,58,847
Algeria,DZA,4-Apr-20,83,986
Algeria,DZA,5-Apr-20,130,1300
Algeria,DZA,6-Apr-20,152,1320
Algeria,DZA,7-Apr-20,173,1423
Algeria,DZA,8-Apr-20,194,1468
Algeria,DZA,9-Apr-20,205,1572
Algeria,DZA,10-Apr-20,235,1666
Algeria,DZA,11-Apr-20,256,1761
Algeria,DZA,12-Apr-20,275,1825
Algeria,DZA,13-Apr-20,293,1914
Algeria,DZA,14-Apr-20,313,1983
Andorra,AND,3-Mar-20,0,1
Andorra,AND,14-Mar-20,0,2
Andorra,AND,16-Mar-20,0,5
Andorra,AND,17-Mar-20,0,14
Andorra,AND,18-Mar-20,0,14
Andorra,AND,19-Mar-20,0,53
Andorra,AND,20-Mar-20,0,75
Andorra,AND,21-Mar-20,0,75
Andorra,AND,22-Mar-20,0,88
Andorra,AND,23-Mar-20,0,113
Andorra,AND,24-Mar-20,0,133
Andorra,AND,25-Mar-20,0,164
Andorra,AND,26-Mar-20,0,188
Andorra,AND,27-Mar-20,3,224
Andorra,AND,28-Mar-20,3,267
Andorra,AND,29-Mar-20,4,308
Andorra,AND,30-Mar-20,6,334
Andorra,AND,31-Mar-20,8,370
Andorra,AND,1-Apr-20,12,376
Andorra,AND,2-Apr-20,14,390
Andorra,AND,3-Apr-20,15,428
Andorra,AND,4-Apr-20,16,439
Andorra,AND,5-Apr-20,17,466
Andorra,AND,6-Apr-20,18,501
Andorra,AND,7-Apr-20,21,526
Andorra,AND,8-Apr-20,22,545
Andorra,AND,9-Apr-20,23,564
Andorra,AND,10-Apr-20,25,583
Andorra,AND,11-Apr-20,26,601
Andorra,AND,12-Apr-20,28,622
Andorra,AND,13-Apr-20,29,638
Andorra,AND,14-Apr-20,29,646
Angola,AGO,22-Mar-20,0,2
Angola,AGO,23-Mar-20,0,2
Angola,AGO,24-Mar-20,0,2
Angola,AGO,25-Mar-20,0,2
Angola,AGO,26-Mar-20,0,2
Angola,AGO,27-Mar-20,0,3
Angola,AGO,28-Mar-20,0,4
Angola,AGO,29-Mar-20,0,4
Angola,AGO,30-Mar-20,2,7
Angola,AGO,31-Mar-20,2,7
Angola,AGO,1-Apr-20,2,7
Angola,AGO,2-Apr-20,2,8
Angola,AGO,3-Apr-20,2,8
Angola,AGO,4-Apr-20,2,8
Angola,AGO,5-Apr-20,2,10
Angola,AGO,6-Apr-20,2,14
Angola,AGO,7-Apr-20,2,16
Angola,AGO,8-Apr-20,2,17
Angola,AGO,9-Apr-20,2,19
Angola,AGO,10-Apr-20,2,19
Angola,AGO,11-Apr-20,2,19
Angola,AGO,12-Apr-20,2,19
Angola,AGO,13-Apr-20,2,19
Angola,AGO,14-Apr-20,2,19
Anguilla,AIA,27-Mar-20,0,2
Anguilla,AIA,28-Mar-20,0,2
Anguilla,AIA,29-Mar-20,0,2
Anguilla,AIA,30-Mar-20,0,2
Anguilla,AIA,31-Mar-20,0,2
Anguilla,AIA,1-Apr-20,0,2
Anguilla,AIA,2-Apr-20,0,2
Anguilla,AIA,3-Apr-20,0,3
Anguilla,AIA,4-Apr-20,0,3
Anguilla,AIA,5-Apr-20,0,3
Anguilla,AIA,6-Apr-20,0,3
Anguilla,AIA,7-Apr-20,0,3
Anguilla,AIA,8-Apr-20,0,3
Anguilla,AIA,9-Apr-20,0,3
Anguilla,AIA,10-Apr-20,0,3
Anguilla,AIA,11-Apr-20,0,3
Anguilla,AIA,12-Apr-20,0,3
Anguilla,AIA,13-Apr-20,0,3
Anguilla,AIA,14-Apr-20,0,3
Antigua and Barbuda,ATG,15-Mar-20,0,1
Antigua and Barbuda,ATG,21-Mar-20,0,1
Antigua and Barbuda,ATG,22-Mar-20,0,1
Antigua and Barbuda,ATG,23-Mar-20,0,1
Antigua and Barbuda,ATG,24-Mar-20,0,1
Antigua and Barbuda,ATG,25-Mar-20,0,3
Antigua and Barbuda,ATG,26-Mar-20,0,3
Antigua and Barbuda,ATG,27-Mar-20,0,7
Antigua and Barbuda,ATG,28-Mar-20,0,7
Antigua and Barbuda,ATG,29-Mar-20,0,7
Antigua and Barbuda,ATG,30-Mar-20,0,7
Antigua and Barbuda,ATG,31-Mar-20,0,7
Antigua and Barbuda,ATG,1-Apr-20,0,7
Antigua and Barbuda,ATG,2-Apr-20,0,7
Antigua and Barbuda,ATG,3-Apr-20,0,9
Antigua and Barbuda,ATG,4-Apr-20,0,15
Antigua and Barbuda,ATG,5-Apr-20,0,15
Antigua and Barbuda,ATG,6-Apr-20,0,15
Antigua and Barbuda,ATG,7-Apr-20,0,15
Antigua and Barbuda,ATG,8-Apr-20,0,15
Antigua and Barbuda,ATG,9-Apr-20,0,15
Antigua and Barbuda,ATG,10-Apr-20,2,19
Antigua and Barbuda,ATG,11-Apr-20,2,21
Antigua and Barbuda,ATG,12-Apr-20,2,21
Antigua and Barbuda,ATG,13-Apr-20,2,21
Antigua and Barbuda,ATG,14-Apr-20,2,23
Argentina,ARG,4-Mar-20,0,1
Argentina,ARG,6-Mar-20,0,2
Argentina,ARG,7-Mar-20,0,8
Argentina,ARG,8-Mar-20,1,9
Argentina,ARG,9-Mar-20,1,12
Argentina,ARG,11-Mar-20,1,19
Argentina,ARG,13-Mar-20,1,31
Argentina,ARG,14-Mar-20,2,34
Argentina,ARG,15-Mar-20,2,45
Argentina,ARG,16-Mar-20,2,56
Argentina,ARG,17-Mar-20,2,65
Argentina,ARG,18-Mar-20,2,79
Argentina,ARG,19-Mar-20,2,97
Argentina,ARG,20-Mar-20,3,128
Argentina,ARG,21-Mar-20,3,158
Argentina,ARG,22-Mar-20,4,225
Argentina,ARG,23-Mar-20,4,266
Argentina,ARG,24-Mar-20,4,301
Argentina,ARG,25-Mar-20,6,387
Argentina,ARG,26-Mar-20,8,502
Argentina,ARG,27-Mar-20,12,589
Argentina,ARG,28-Mar-20,17,690
Argentina,ARG,29-Mar-20,19,745
Argentina,ARG,30-Mar-20,20,820
Argentina,ARG,31-Mar-20,24,966
Argentina,ARG,1-Apr-20,24,966
Argentina,ARG,2-Apr-20,31,1133
Argentina,ARG,3-Apr-20,34,1133
Argentina,ARG,4-Apr-20,37,1265
Argentina,ARG,5-Apr-20,43,1451
Argentina,ARG,6-Apr-20,46,1554
Argentina,ARG,7-Apr-20,53,1628
Argentina,ARG,8-Apr-20,60,1715
Argentina,ARG,9-Apr-20,65,1795
Argentina,ARG,10-Apr-20,79,1894
Argentina,ARG,11-Apr-20,82,1975
Argentina,ARG,12-Apr-20,89,2137
Argentina,ARG,13-Apr-20,95,2203
Argentina,ARG,14-Apr-20,98,2272
Armenia,ARM,31-Dec-19,0,0
Armenia,ARM,1-Jan-20,0,0
Armenia,ARM,2-Jan-20,0,0
Armenia,ARM,3-Jan-20,0,0
Armenia,ARM,4-Jan-20,0,0
Armenia,ARM,5-Jan-20,0,0
Armenia,ARM,6-Jan-20,0,0
Armenia,ARM,7-Jan-20,0,0
Armenia,ARM,8-Jan-20,0,0
Armenia,ARM,9-Jan-20,0,0
Armenia,ARM,10-Jan-20,0,0
Armenia,ARM,11-Jan-20,0,0
Armenia,ARM,12-Jan-20,0,0
Armenia,ARM,13-Jan-20,0,0
Armenia,ARM,14-Jan-20,0,0
Armenia,ARM,15-Jan-20,0,0
Armenia,ARM,16-Jan-20,0,0
Armenia,ARM,17-Jan-20,0,0
Armenia,ARM,18-Jan-20,0,0
Armenia,ARM,19-Jan-20,0,0
Armenia,ARM,20-Jan-20,0,0
Armenia,ARM,21-Jan-20,0,0
Armenia,ARM,22-Jan-20,0,0
Armenia,ARM,23-Jan-20,0,0
Armenia,ARM,24-Jan-20,0,0
Armenia,ARM,25-Jan-20,0,0
Armenia,ARM,26-Jan-20,0,0
Armenia,ARM,27-Jan-20,0,0
Armenia,ARM,28-Jan-20,0,0
Armenia,ARM,29-Jan-20,0,0
Armenia,ARM,30-Jan-20,0,0
Armenia,ARM,31-Jan-20,0,0
Armenia,ARM,1-Feb-20,0,0
Armenia,ARM,2-Feb-20,0,0
Armenia,ARM,3-Feb-20,0,0
Armenia,ARM,4-Feb-20,0,0
Armenia,ARM,5-Feb-20,0,0
Armenia,ARM,6-Feb-20,0,0
Armenia,ARM,7-Feb-20,0,0
Armenia,ARM,8-Feb-20,0,0
Armenia,ARM,9-Feb-20,0,0
Armenia,ARM,10-Feb-20,0,0
Armenia,ARM,11-Feb-20,0,0
Armenia,ARM,12-Feb-20,0,0
Armenia,ARM,13-Feb-20,0,0
Armenia,ARM,14-Feb-20,0,0
Armenia,ARM,15-Feb-20,0,0
Armenia,ARM,16-Feb-20,0,0
Armenia,ARM,17-Feb-20,0,0
Armenia,ARM,18-Feb-20,0,0
Armenia,ARM,19-Feb-20,0,0
Armenia,ARM,20-Feb-20,0,0
Armenia,ARM,21-Feb-20,0,0
Armenia,ARM,22-Feb-20,0,0
Armenia,ARM,23-Feb-20,0,0
Armenia,ARM,24-Feb-20,0,0
Armenia,ARM,25-Feb-20,0,0
Armenia,ARM,26-Feb-20,0,0
Armenia,ARM,27-Feb-20,0,0
Armenia,ARM,28-Feb-20,0,0
Armenia,ARM,29-Feb-20,0,0
Armenia,ARM,1-Mar-20,0,1
Armenia,ARM,2-Mar-20,0,1
Armenia,ARM,12-Mar-20,0,4
Armenia,ARM,13-Mar-20,0,6
Armenia,ARM,14-Mar-20,0,13
Armenia,ARM,15-Mar-20,0,20
Armenia,ARM,16-Mar-20,0,30
Armenia,ARM,17-Mar-20,0,52
Armenia,ARM,18-Mar-20,0,78
Armenia,ARM,19-Mar-20,0,115
Armenia,ARM,20-Mar-20,0,122
Armenia,ARM,21-Mar-20,0,136
Armenia,ARM,22-Mar-20,0,160
Armenia,ARM,23-Mar-20,0,190
Armenia,ARM,24-Mar-20,0,194
Armenia,ARM,25-Mar-20,0,265
Armenia,ARM,26-Mar-20,0,290
Armenia,ARM,27-Mar-20,1,329
Armenia,ARM,28-Mar-20,1,372
Armenia,ARM,29-Mar-20,3,424
Armenia,ARM,30-Mar-20,3,424
Armenia,ARM,31-Mar-20,3,482
Armenia,ARM,1-Apr-20,3,532
Armenia,ARM,2-Apr-20,3,571
Armenia,ARM,3-Apr-20,4,663
Armenia,ARM,4-Apr-20,7,736
Armenia,ARM,5-Apr-20,7,770
Armenia,ARM,6-Apr-20,7,822
Armenia,ARM,7-Apr-20,8,833
Armenia,ARM,8-Apr-20,8,853
Armenia,ARM,9-Apr-20,9,881
Armenia,ARM,10-Apr-20,10,921
Armenia,ARM,11-Apr-20,11,937
Armenia,ARM,12-Apr-20,13,967
Armenia,ARM,13-Apr-20,13,1013
Armenia,ARM,14-Apr-20,14,1039
Aruba,ABW,13-Mar-20,0,2
Aruba,ABW,20-Mar-20,0,4
Aruba,ABW,24-Mar-20,0,12
Aruba,ABW,25-Mar-20,0,17
Aruba,ABW,26-Mar-20,0,19
Aruba,ABW,27-Mar-20,0,28
Aruba,ABW,28-Mar-20,0,28
Aruba,ABW,29-Mar-20,0,28
Aruba,ABW,30-Mar-20,0,50
Aruba,ABW,1-Apr-20,0,55
Aruba,ABW,2-Apr-20,0,55
Aruba,ABW,3-Apr-20,0,60
Aruba,ABW,4-Apr-20,0,62
Aruba,ABW,5-Apr-20,0,64
Aruba,ABW,6-Apr-20,0,64
Aruba,ABW,7-Apr-20,0,71
Aruba,ABW,8-Apr-20,0,74
Aruba,ABW,9-Apr-20,0,77
Aruba,ABW,10-Apr-20,0,82
Aruba,ABW,11-Apr-20,0,86
Aruba,ABW,12-Apr-20,0,92
Aruba,ABW,13-Apr-20,0,92
Aruba,ABW,14-Apr-20,0,92
Asia,,31-Dec-19,0,27
Asia,,1-Jan-20,0,27
Asia,,2-Jan-20,0,27
Asia,,3-Jan-20,0,44
Asia,,4-Jan-20,0,44
Asia,,5-Jan-20,0,59
Asia,,6-Jan-20,0,59
Asia,,7-Jan-20,0,59
Asia,,8-Jan-20,0,59
Asia,,9-Jan-20,0,59
Asia,,10-Jan-20,0,59
Asia,,11-Jan-20,1,59
Asia,,12-Jan-20,1,59
Asia,,13-Jan-20,1,60
Asia,,14-Jan-20,1,60
Asia,,15-Jan-20,2,61
Asia,,16-Jan-20,2,61
Asia,,17-Jan-20,2,66
Asia,,18-Jan-20,2,83
Asia,,19-Jan-20,3,219
Asia,,20-Jan-20,3,239
Asia,,21-Jan-20,6,391
Asia,,22-Jan-20,17,533
Asia,,23-Jan-20,17,630
Asia,,24-Jan-20,26,896
Asia,,25-Jan-20,41,1344
Asia,,26-Jan-20,56,2013
Asia,,27-Jan-20,81,2807
Asia,,28-Jan-20,106,4572
Asia,,29-Jan-20,132,6047
Asia,,30-Jan-20,170,7799
Asia,,31-Jan-20,213,9793
Asia,,1-Feb-20,259,11903
Asia,,2-Feb-20,305,14507
Asia,,3-Feb-20,362,17321
Asia,,4-Feb-20,427,20561
Asia,,5-Feb-20,493,24456
Asia,,6-Feb-20,565,28195
Asia,,7-Feb-20,638,31367
Asia,,8-Feb-20,724,34800
Asia,,9-Feb-20,813,37418
Asia,,10-Feb-20,910,40399
Asia,,11-Feb-20,1018,42894
Asia,,12-Feb-20,1115,44925
Asia,,13-Feb-20,1370,60074
Asia,,14-Feb-20,1383,64240
Asia,,15-Feb-20,1526,66798
Asia,,16-Feb-20,1668,68826
Asia,,17-Feb-20,1774,70892
Asia,,18-Feb-20,1872,72788
Asia,,19-Feb-20,2011,74564
Asia,,20-Feb-20,2125,75017
Asia,,21-Feb-20,2244,75996
Asia,,22-Feb-20,2356,77044
Asia,,23-Feb-20,2458,77989
Asia,,24-Feb-20,2613,78402
Asia,,25-Feb-20,2688,79077
Asia,,26-Feb-20,2746,79833
Asia,,27-Feb-20,2782,80819
Asia,,28-Feb-20,2834,81739
Asia,,29-Feb-20,2892,83264
Asia,,1-Mar-20,2940,84669
Asia,,2-Mar-20,2999,85997
Asia,,3-Mar-20,3049,87270
Asia,,4-Mar-20,3101,88784
Asia,,5-Mar-20,3150,90037
Asia,,6-Mar-20,3204,91394
Asia,,7-Mar-20,3251,93356
Asia,,8-Mar-20,3305,94981
Asia,,9-Mar-20,3383,96146
Asia,,10-Mar-20,3448,97058
Asia,,11-Mar-20,3534,98403
Asia,,12-Mar-20,3622,100036
Asia,,13-Mar-20,3710,101409
Asia,,14-Mar-20,3826,103230
Asia,,15-Mar-20,3937,105037
Asia,,16-Mar-20,4072,106980
Asia,,17-Mar-20,4222,108803
Asia,,18-Mar-20,4384,110748
Asia,,19-Mar-20,4551,112856
